Employee_ID;First Name;Last Name;Gender;State;City;Education Level;Birthdate;Hiredate;Termdate;Termination_Reason;Department;Job Title;Salary;Salary_Band;Performance Rating;Engagement_Score;Last_Promotion_Date;Remote_Eligible;Overtime
00-63321871;Christopher;Henry;Male;New York;Buffalo;Bachelor;03/03/1989;22/08/2024;;;Sales;Sales Representative;77088;Band 2 (25-50%);Good;2.7;;No;Yes
00-45272295;Rachel;Valentine;Female;New York;New York City;Bachelor;06/01/1999;09/10/2016;;;IT;Software Developer;131049;Band 4 (Top 25%);Needs Improvement;2.0;;Yes;No
00-37201429;Joseph;Cole;Male;Pennsylvania;Philadelphia;Master;07/12/1985;29/10/2019;;;Finance;Financial Analyst;77581;Band 1 (Bottom 25%);Excellent;3.5;20/04/2021;Yes;No
00-52171230;James;Carrillo;Male;New York;New York City;Master;30/09/1977;04/10/2018;;;Sales;Sales Specialist;94960;Band 3 (50-75%);Good;3.2;13/12/2020;No;Yes
00-56270369;Douglas;Abbott;Male;New York;Buffalo;Master;10/11/1977;23/01/2024;;;HR;HR Coordinator;68191;Band 2 (25-50%);Good;3.0;;Yes;No
00-72705554;Thomas;Walker;Female;New York;Rochester;Bachelor;24/10/1980;02/01/2020;;;Customer Service;Support Specialist;82601;Band 4 (Top 25%);Good;3.8;25/11/2021;No;No
00-11428262;Mark;Summers;Female;New York;New York City;Bachelor;16/02/1984;07/07/2017;;;IT;System Administrator;95426;Band 2 (25-50%);Satisfactory;2.8;24/11/2019;Yes;No
00-23644112;Anna;Bowers;Male;New York;Rochester;Bachelor;02/09/1989;04/05/2016;;;Operations;Inventory Specialist;89947;Band 4 (Top 25%);Good;4.1;12/03/2018;No;Yes
00-60979859;Todd;Edwards;Male;Pennsylvania;Pittsburgh;Bachelor;12/08/1979;09/12/2016;;;Operations;Logistics Coordinator;81279;Band 4 (Top 25%);Satisfactory;2.7;11/04/2019;No;No
00-78893211;Amanda;Holloway;Female;Pennsylvania;Allentown;Bachelor;07/06/1982;07/09/2024;;;Sales;Sales Representative;58673;Band 1 (Bottom 25%);Good;3.0;;No;No
00-72777350;Jacob;Bradshaw;Female;New York;Buffalo;Master;30/06/1980;22/08/2020;;;IT;Software Developer;107043;Band 2 (25-50%);Good;3.0;31/03/2022;Yes;No
00-60463330;David;Quinn;Female;West Virginia;Huntington;High School;09/05/1987;12/10/2016;;;Customer Service;Support Specialist;78197;Band 3 (50-75%);Good;4.1;09/03/2019;No;No
00-19977213;Nicole;Mills;Female;New York;Rochester;Bachelor;23/10/1988;15/07/2023;;;Finance;Accountant;69507;Band 1 (Bottom 25%);Good;3.7;;Yes;No
00-51218029;Justin;Gibbs;Female;New York;Rochester;High School;29/09/1986;14/06/2017;;;Operations;Inventory Specialist;79077;Band 4 (Top 25%);Good;3.4;11/02/2019;No;No
00-32641668;Jackie;Farrell;Male;North Carolina;Charlotte;Master;23/01/1988;26/04/2023;;;Sales;Sales Specialist;75509;Band 1 (Bottom 25%);Good;2.9;13/11/2024;No;No
00-28904718;Jose;Thomas;Female;New York;New York City;Master;16/04/1983;10/01/2023;;;Operations;Operations Analyst;65709;Band 1 (Bottom 25%);Good;3.0;07/11/2024;No;Yes
00-15771530;Anthony;Schneider;Female;Ohio;Cleveland;High School;09/10/2001;12/06/2024;;;IT;IT Support Specialist;57937;Band 1 (Bottom 25%);Needs Improvement;1.9;;No;No
00-46962459;Christian;Marshall;Male;New York;New York City;Master;08/11/1969;20/12/2017;;;Sales;Sales Consultant;91103;Band 2 (25-50%);Excellent;3.8;02/02/2019;No;Yes
00-70631334;Victoria;Griffin;Female;New York;New York City;Master;02/04/1983;29/05/2017;;;Sales;Sales Manager;118826;Band 2 (25-50%);Excellent;5.0;08/05/2018;No;No
00-23638593;Angela;Wheeler;Male;Illinois;Chicago;High School;16/07/1972;22/10/2019;;;Operations;Inventory Specialist;74009;Band 3 (50-75%);Satisfactory;3.7;29/05/2022;No;No
00-29028482;Lee;Giles;Female;New York;Buffalo;Bachelor;18/08/1969;27/06/2023;;;Operations;Logistics Coordinator;73804;Band 3 (50-75%);Good;2.8;;No;No
00-77063002;Joshua;Mccarthy;Female;Michigan;Warren;Bachelor;10/12/1978;26/06/2022;;;Sales;Sales Representative;83330;Band 3 (50-75%);Satisfactory;2.5;;No;No
00-20090296;Justin;Willis;Female;New York;Rochester;Master;28/12/1974;06/05/2015;;;IT;System Administrator;99368;Band 2 (25-50%);Good;3.7;21/07/2017;Yes;No
00-22384073;Stephanie;Martinez;Male;Michigan;Detroit;Master;02/12/1997;03/12/2023;;;Sales;Sales Specialist;64770;Band 1 (Bottom 25%);Satisfactory;2.2;;No;Yes
00-34480241;Mark;Woods;Male;New York;Rochester;Bachelor;17/12/1982;25/02/2016;;;Operations;Logistics Coordinator;84032;Band 4 (Top 25%);Satisfactory;3.1;03/12/2018;No;No
00-79715974;Leslie;Le;Male;Pennsylvania;Pittsburgh;Bachelor;08/12/1998;01/08/2024;;;Sales;Sales Representative;63073;Band 1 (Bottom 25%);Good;3.1;;No;No
00-86842305;Anthony;Hamilton;Female;Illinois;Chicago;Bachelor;19/05/1971;05/05/2020;;;Customer Service;Customer Service Representative;70297;Band 2 (25-50%);Satisfactory;3.0;27/02/2024;No;No
00-75941954;Randall;Nguyen;Female;New York;Buffalo;Bachelor;09/12/1997;21/11/2023;;;IT;System Administrator;83565;Band 1 (Bottom 25%);Good;3.9;;Yes;No
00-68778104;Kathleen;Schneider;Male;North Carolina;Greensboro;Bachelor;12/11/1988;06/05/2017;;;IT;IT Support Specialist;90450;Band 4 (Top 25%);Good;4.2;06/01/2019;No;No
00-41088690;Ariel;Carroll;Female;Virginia;Richmond;High School;03/03/1990;10/12/2023;;;Operations;Inventory Specialist;61852;Band 1 (Bottom 25%);Good;3.3;;No;Yes
00-25433087;William;Sharp;Female;New York;New York City;Bachelor;30/04/1988;05/10/2023;;;Operations;Operations Analyst;69277;Band 1 (Bottom 25%);Good;2.6;;No;Yes
00-52740512;David;Brown;Male;New York;Rochester;Bachelor;19/10/1979;27/01/2019;;;Finance;Financial Analyst;101358;Band 3 (50-75%);Good;3.6;29/08/2020;Yes;No
00-86829631;Donald;Garcia;Male;Illinois;Naperville;Bachelor;06/10/1971;05/03/2022;;;Operations;Logistics Coordinator;78452;Band 3 (50-75%);Good;3.3;09/02/2024;No;Yes
00-76145997;Shelby;Young;Female;New York;New York City;Bachelor;06/11/1980;21/10/2023;;;Customer Service;Support Specialist;55523;Band 1 (Bottom 25%);Excellent;4.5;;No;No
00-95449737;Michael;Kelly;Female;New York;Rochester;Bachelor;19/02/1983;01/02/2019;;;Operations;Logistics Coordinator;71700;Band 2 (25-50%);Satisfactory;3.3;16/02/2022;No;No
00-70877634;Robert;Potter;Female;Illinois;Naperville;Bachelor;13/05/1989;11/07/2019;;;Customer Service;Customer Service Representative;73285;Band 3 (50-75%);Good;3.7;09/05/2021;No;Yes
00-76634324;Richard;Brown;Male;Ohio;Columbus;Bachelor;18/01/1986;11/06/2017;;;IT;IT Support Specialist;82532;Band 4 (Top 25%);Good;3.8;26/06/2019;No;No
00-29668825;Darlene;Foster;Female;New York;Buffalo;Bachelor;22/01/1992;02/03/2023;;;Sales;Sales Representative;71162;Band 1 (Bottom 25%);Excellent;4.1;19/08/2024;No;No
00-10302186;Amy;Davis;Female;New York;Buffalo;High School;12/04/1973;22/03/2018;;;Operations;Inventory Specialist;79815;Band 4 (Top 25%);Satisfactory;3.5;18/08/2020;No;Yes
00-98437475;Shane;Wilson;Female;New York;Rochester;Bachelor;25/08/1961;20/12/2023;;;Customer Service;Customer Service Representative;59487;Band 1 (Bottom 25%);Good;2.9;;No;No
00-94446429;Misty;Perez;Male;New York;New York City;Bachelor;22/06/1998;22/01/2018;;;Operations;Logistics Coordinator;91997;Band 4 (Top 25%);Good;3.9;08/08/2019;No;Yes
00-21568108;Deanna;Grant;Female;New York;Buffalo;High School;13/08/1960;21/01/2024;;;Operations;Inventory Specialist;55733;Band 1 (Bottom 25%);Excellent;4.3;;No;Yes
00-98523993;Dawn;Terry;Male;New York;Buffalo;High School;23/10/1975;05/07/2018;;;Customer Service;Help Desk Technician;104339;Band 4 (Top 25%);Good;3.2;27/01/2020;No;No
00-70033217;Bobby;Robinson;Male;Michigan;Detroit;Bachelor;04/02/1989;31/03/2024;;;Sales;Sales Specialist;65511;Band 1 (Bottom 25%);Good;3.2;;No;No
00-64349413;Stephanie;Best;Male;New York;Rochester;Bachelor;14/06/1998;23/02/2020;;;IT;Software Developer;121546;Band 4 (Top 25%);Satisfactory;3.2;31/03/2023;Yes;No
00-80174055;Vincent;Morris;Female;Ohio;Cincinnati;Bachelor;02/11/1979;21/10/2022;;;Operations;Operations Analyst;83896;Band 2 (25-50%);Good;3.1;28/05/2024;No;No
00-86587087;Cynthia;Foster;Male;New York;New York City;Bachelor;31/01/1998;18/07/2017;;;Operations;Operations Analyst;109051;Band 4 (Top 25%);Satisfactory;2.5;03/08/2019;No;Yes
00-71300688;Kathy;Vasquez;Male;New York;New York City;Bachelor;13/07/1982;18/09/2022;;;Customer Service;Customer Service Representative;63271;Band 1 (Bottom 25%);Satisfactory;2.2;;No;No
00-89273380;Jennifer;Perry;Male;Illinois;Chicago;High School;03/05/1989;27/01/2020;;;HR;HR Assistant;71557;Band 3 (50-75%);Good;3.5;18/02/2022;No;No
00-41570584;Billy;Lawrence;Female;New York;Buffalo;High School;20/05/1965;23/03/2019;;;Customer Service;Customer Service Representative;71934;Band 3 (50-75%);Satisfactory;3.2;17/08/2022;No;Yes
00-48762628;Jerome;Henry;Female;New York;New York City;PhD;17/07/1982;16/05/2023;;;Sales;Sales Consultant;85911;Band 1 (Bottom 25%);Satisfactory;2.9;;No;No
00-27028750;Jacqueline;Perkins;Female;Michigan;Warren;Master;17/04/1961;23/05/2023;;;IT;Software Developer;109500;Band 3 (50-75%);Good;4.3;;Yes;Yes
00-54410181;William;Calderon;Male;New York;Buffalo;Bachelor;09/01/1999;04/06/2023;;;Operations;Inventory Specialist;62630;Band 1 (Bottom 25%);Satisfactory;3.0;;No;Yes
00-40843108;Jason;Herrera;Male;New York;New York City;Master;02/06/1978;22/12/2022;;;Operations;Operations Analyst;96686;Band 3 (50-75%);Good;3.7;;No;No
00-90292116;Courtney;Dean;Female;New York;New York City;Bachelor;03/05/1978;14/04/2022;;;Customer Service;Support Specialist;70220;Band 2 (25-50%);Good;3.3;11/03/2024;No;Yes
00-49173807;Angela;Dixon;Female;New York;Rochester;Bachelor;28/06/1970;04/03/2021;;;Operations;Logistics Coordinator;74807;Band 3 (50-75%);Excellent;4.1;06/06/2022;No;No
00-55328139;Mary;Webster;Male;New York;Buffalo;Master;01/07/1997;10/04/2023;;;IT;Software Developer;100506;Band 2 (25-50%);Excellent;4.5;07/10/2024;Yes;No
00-84294997;Matthew;Murphy;Male;New York;New York City;Master;31/03/1993;12/04/2021;;;HR;HR Coordinator;65990;Band 2 (25-50%);Needs Improvement;2.2;;Yes;Yes
00-48059575;Philip;Santos;Female;New York;New York City;Bachelor;03/03/1983;25/06/2018;;;Operations;Logistics Coordinator;77670;Band 3 (50-75%);Satisfactory;3.4;09/05/2022;No;Yes
00-78120181;Anthony;Morrison;Male;New York;Buffalo;Bachelor;27/04/1981;10/09/2019;;;Finance;Accountant;118980;Band 4 (Top 25%);Satisfactory;2.9;12/09/2021;Yes;No
00-97890180;Emily;Carrillo;Male;New York;Rochester;Bachelor;08/08/1994;21/03/2019;;;Operations;Logistics Coordinator;68561;Band 2 (25-50%);Satisfactory;2.4;26/12/2022;No;Yes
00-41578870;Jack;Williams;Male;North Carolina;Greensboro;Bachelor;26/12/2002;09/11/2023;;;IT;Software Developer;90516;Band 1 (Bottom 25%);Satisfactory;2.4;;Yes;Yes
00-62411510;Daniel;Fitzpatrick;Female;New York;Buffalo;Bachelor;20/10/1974;21/03/2019;;;Sales;Sales Representative;90982;Band 4 (Top 25%);Satisfactory;3.2;13/02/2023;No;Yes
00-98144370;James;Hudson;Male;North Carolina;Charlotte;Master;28/05/1988;18/10/2017;;;Operations;Operations Analyst;66594;Band 1 (Bottom 25%);Good;2.5;30/07/2019;No;No
00-46896459;Kenneth;Norris;Male;New York;Buffalo;High School;18/05/1990;25/03/2018;;;Customer Service;Support Specialist;81855;Band 4 (Top 25%);Satisfactory;3.0;27/12/2020;No;No
00-18520287;Olivia;Meyers;Female;Illinois;Chicago;Bachelor;10/09/1993;21/05/2022;;;Operations;Operations Analyst;74788;Band 1 (Bottom 25%);Satisfactory;2.8;25/07/2024;No;Yes
00-76424119;Steven;Holland;Female;New York;New York City;High School;28/11/1972;31/03/2021;;;Operations;Inventory Specialist;70553;Band 2 (25-50%);Good;3.6;09/11/2022;No;Yes
00-82742892;Ashley;Wilkerson;Female;New York;Rochester;Bachelor;12/04/2002;08/04/2017;;;IT;System Administrator;119497;Band 4 (Top 25%);Good;4.0;29/06/2019;Yes;No
00-68581283;Jay;Johnson;Female;Michigan;Grand Rapids;Master;08/01/1960;05/01/2020;;;Sales;Sales Consultant;106944;Band 3 (50-75%);Excellent;4.6;21/06/2021;No;No
00-30658164;Javier;White;Male;Pennsylvania;Allentown;Bachelor;09/09/2000;10/05/2023;;;Customer Service;Customer Service Representative;71934;Band 3 (50-75%);Satisfactory;3.3;;No;Yes
00-79272032;Jamie;Arroyo;Male;New York;New York City;Master;07/02/1995;30/05/2020;;;Operations;Operations Analyst;59503;Band 1 (Bottom 25%);Satisfactory;2.3;03/11/2023;No;No
00-15124422;Jennifer;Ellis;Male;New York;New York City;Bachelor;12/03/1992;01/06/2023;;;Customer Service;Support Specialist;71388;Band 2 (25-50%);Good;3.5;;No;No
00-80382000;Carolyn;Martin;Male;New York;New York City;Bachelor;14/11/1990;10/07/2015;;;Operations;Operations Analyst;88334;Band 3 (50-75%);Good;3.2;13/04/2017;No;No
00-93912944;Timothy;Carlson;Male;Michigan;Warren;Bachelor;10/05/1977;05/11/2023;;;Marketing;Marketing Coordinator;72128;Band 2 (25-50%);Good;3.2;;Yes;Yes
00-46148486;Valerie;Mathews;Male;New York;New York City;Bachelor;02/05/1998;07/04/2023;;;Customer Service;Help Desk Technician;90613;Band 3 (50-75%);Satisfactory;3.2;;No;No
00-58366333;Chris;Rodriguez;Female;New York;Rochester;Bachelor;24/06/1976;01/01/2022;;;Customer Service;Support Specialist;64994;Band 1 (Bottom 25%);Good;2.7;07/11/2023;No;No
00-93153138;Melissa;Harvey;Male;New York;Rochester;Bachelor;13/03/1983;29/11/2018;;;Operations;Logistics Coordinator;79786;Band 3 (50-75%);Satisfactory;2.8;23/05/2021;No;No
00-15142659;Alex;Hill;Male;New York;New York City;Master;04/01/1977;01/01/2015;;;Sales;Sales Specialist;107257;Band 4 (Top 25%);Good;3.1;24/07/2016;No;No
00-47526885;Kevin;James;Male;New York;Buffalo;Bachelor;18/01/1980;09/08/2023;;;Sales;Sales Representative;79476;Band 2 (25-50%);Good;3.8;;No;No
00-55987219;Susan;Davis;Female;New York;Buffalo;High School;30/05/1969;23/05/2023;;;Customer Service;Help Desk Technician;70950;Band 1 (Bottom 25%);Excellent;4.0;10/04/2024;No;No
00-34502256;Jason;Lee;Female;New York;Rochester;PhD;16/08/1996;13/06/2024;;;Sales;Sales Consultant;86568;Band 1 (Bottom 25%);Excellent;3.2;;No;No
00-89670961;Judy;Watson;Male;New York;Buffalo;Bachelor;08/12/1974;19/04/2019;;;IT;Software Developer;105271;Band 2 (25-50%);Good;4.2;16/09/2021;Yes;No
00-92059030;Robert;Johnson;Female;New York;Buffalo;Bachelor;31/05/1961;27/10/2017;;;Sales;Sales Specialist;79991;Band 2 (25-50%);Satisfactory;3.4;06/02/2020;No;No
00-95087196;Austin;Wilson;Male;New York;Rochester;Bachelor;13/08/1965;25/02/2024;;;Operations;Logistics Coordinator;72715;Band 2 (25-50%);Satisfactory;2.2;;No;No
00-87316551;Jose;Conrad;Male;New York;Buffalo;Bachelor;29/09/1981;11/12/2023;;;Customer Service;Customer Service Representative;70087;Band 2 (25-50%);Excellent;4.4;;No;No
00-39822796;Tonya;Rocha;Male;Pennsylvania;Allentown;Bachelor;11/07/1984;16/02/2023;;;Sales;Sales Specialist;90728;Band 3 (50-75%);Good;4.1;;No;Yes
00-86852328;Samantha;Garner;Male;New York;Rochester;Bachelor;16/03/1977;21/09/2024;;;Operations;Inventory Specialist;61168;Band 1 (Bottom 25%);Good;3.0;;No;No
00-32068284;Laura;Beard;Male;Pennsylvania;Philadelphia;Bachelor;01/03/2001;28/12/2017;;;Operations;Inventory Specialist;77345;Band 3 (50-75%);Satisfactory;3.1;27/01/2021;No;No
00-54007398;Thomas;Smith;Male;New York;Rochester;Master;04/03/1998;03/02/2017;;;Sales;Sales Specialist;78845;Band 2 (25-50%);Good;3.4;09/09/2018;No;No
00-74867809;Jenny;Gibson;Female;New York;Buffalo;High School;01/09/1986;11/12/2017;;;Customer Service;Help Desk Technician;96978;Band 4 (Top 25%);Satisfactory;3.2;30/07/2020;No;No
00-32505538;Bethany;Grant;Female;New York;New York City;Bachelor;21/04/1972;14/04/2024;;;Operations;Inventory Specialist;66528;Band 2 (25-50%);Good;3.5;;No;No
00-89070916;Andrew;Hart;Male;New York;Buffalo;PhD;13/12/1991;25/01/2017;;;Sales;Sales Manager;125194;Band 3 (50-75%);Good;3.0;14/08/2018;No;No
00-56080307;Jessica;Hernandez;Male;Michigan;Grand Rapids;Bachelor;07/01/1990;26/01/2020;;;Operations;Inventory Specialist;74632;Band 3 (50-75%);Good;3.2;17/12/2021;No;No
00-23719833;Raymond;Bennett;Male;West Virginia;Morgantown;High School;29/03/1960;15/01/2017;;;Customer Service;Customer Service Representative;78982;Band 4 (Top 25%);Good;3.5;23/09/2018;No;No
00-85153004;Tyler;Rivas;Male;New York;Buffalo;Bachelor;18/03/1983;10/06/2022;;;Customer Service;Customer Service Representative;81417;Band 4 (Top 25%);Satisfactory;3.1;;No;No
00-13443928;Gregory;Smith;Male;New York;New York City;Bachelor;27/09/1995;14/12/2024;;;Finance;Accounts Payable Specialist;62419;Band 1 (Bottom 25%);Excellent;3.9;;No;No
00-45279042;Bradley;Brown;Female;New York;Rochester;High School;03/03/1972;25/10/2024;;;Customer Service;Support Specialist;56851;Band 1 (Bottom 25%);Satisfactory;2.5;;No;Yes
00-12098146;Nancy;Mckinney;Male;New York;Buffalo;Master;28/08/1976;07/10/2021;;;IT;Software Developer;115318;Band 3 (50-75%);Excellent;3.7;19/01/2023;Yes;Yes
00-48561390;Timothy;Pham;Female;New York;Rochester;Master;28/12/1980;10/01/2023;;;Sales;Sales Consultant;96771;Band 2 (25-50%);Good;3.9;;No;No
00-36059652;Emily;Richmond;Male;New York;New York City;Bachelor;29/07/1971;15/03/2018;;;Operations;Logistics Coordinator;89093;Band 4 (Top 25%);Good;3.0;18/02/2020;No;No
00-78761110;Jimmy;West;Female;Illinois;Naperville;Bachelor;27/02/1979;01/01/2023;;;HR;Recruiter;81891;Band 3 (50-75%);Good;3.3;19/11/2024;Yes;No
00-25193029;Wendy;Williams;Female;New York;Buffalo;Bachelor;01/01/1976;06/08/2024;;;IT;IT Support Specialist;61683;Band 1 (Bottom 25%);Satisfactory;2.6;;No;Yes
00-32121080;Mary;Graham;Female;New York;New York City;PhD;14/09/1985;30/09/2015;;;Finance;Financial Analyst;162506;Band 4 (Top 25%);Good;3.7;31/01/2018;Yes;No
00-54777065;Tracy;Hall;Male;North Carolina;Raleigh;Bachelor;21/09/1972;25/11/2020;;;Operations;Logistics Coordinator;77108;Band 3 (50-75%);Satisfactory;2.9;04/05/2023;No;No
00-15058739;Julia;Mitchell;Female;New York;Rochester;Bachelor;22/06/1965;04/02/2016;;;Customer Service;Customer Service Representative;83525;Band 4 (Top 25%);Needs Improvement;2.5;;No;No
00-62953021;Carly;Bryant;Male;New York;New York City;Bachelor;08/01/1999;03/07/2018;;;Customer Service;Help Desk Technician;105727;Band 4 (Top 25%);Good;4.0;25/09/2020;No;No
00-70891460;Amy;Brooks;Female;New York;Rochester;Bachelor;25/02/1983;16/12/2016;;;Sales;Sales Specialist;79253;Band 2 (25-50%);Excellent;3.9;15/04/2018;No;No
00-24391123;Nathan;Arnold;Male;Illinois;Naperville;Bachelor;12/03/1976;26/02/2017;;;Operations;Logistics Coordinator;99853;Band 4 (Top 25%);Good;3.7;27/01/2019;No;Yes
00-93131712;Malik;Fowler;Female;New York;New York City;High School;11/07/1972;08/06/2023;;;Marketing;Content Creator;62314;Band 1 (Bottom 25%);Needs Improvement;1.9;;Yes;No
00-80400524;Gordon;Morales;Female;New York;Buffalo;Bachelor;02/09/1990;30/06/2016;;;Sales;Sales Representative;92976;Band 4 (Top 25%);Satisfactory;2.9;02/02/2019;No;No
00-52590001;Tonya;Saunders;Female;North Carolina;Greensboro;Bachelor;19/11/1971;27/02/2015;;;Customer Service;Support Specialist;80991;Band 4 (Top 25%);Good;2.7;15/02/2017;No;No
00-30090581;Lisa;Walton;Male;Pennsylvania;Allentown;PhD;03/04/1988;12/07/2022;;;Sales;Sales Specialist;91482;Band 3 (50-75%);Good;3.6;13/02/2024;No;No
00-24643784;Emma;Russell;Male;New York;Rochester;Bachelor;29/12/1999;17/06/2017;;;Customer Service;Support Specialist;93126;Band 4 (Top 25%);Good;3.7;02/01/2019;No;Yes
00-57494219;Christopher;King;Female;Illinois;Naperville;High School;03/03/1968;23/02/2017;;;IT;IT Support Specialist;81507;Band 4 (Top 25%);Excellent;4.5;09/01/2018;No;No
00-81029647;Marvin;Howard;Male;Pennsylvania;Philadelphia;High School;12/06/1967;30/06/2024;;;Marketing;Content Creator;63940;Band 1 (Bottom 25%);Good;3.0;;Yes;No
00-89421300;Shannon;Ryan;Male;North Carolina;Greensboro;High School;12/10/1985;21/09/2020;;;Customer Service;Support Specialist;78438;Band 3 (50-75%);Satisfactory;2.7;04/02/2023;No;Yes
00-91211357;Frank;Williams;Male;Pennsylvania;Pittsburgh;Bachelor;23/08/2003;16/07/2022;;;Operations;Inventory Specialist;61071;Band 1 (Bottom 25%);Good;2.7;16/07/2024;No;No
00-74157929;Samantha;Mcgrath;Male;New York;New York City;Bachelor;21/09/1977;26/02/2015;;;Operations;Operations Analyst;100095;Band 4 (Top 25%);Satisfactory;1.8;06/11/2018;No;Yes
00-41542499;Carol;Fernandez;Female;New York;New York City;Bachelor;12/11/1994;20/11/2023;;;Sales;Sales Consultant;66772;Band 1 (Bottom 25%);Good;2.9;;No;No
00-56750216;Julie;Rosales;Female;New York;Rochester;Bachelor;13/07/1976;11/08/2019;;;IT;Software Developer;110200;Band 3 (50-75%);Satisfactory;4.1;23/06/2023;Yes;No
00-84813845;Donald;Velasquez;Female;New York;New York City;Bachelor;28/12/1986;21/03/2023;;;IT;System Administrator;78289;Band 1 (Bottom 25%);Good;4.0;;Yes;No
00-17834175;Makayla;Sanders;Female;New York;New York City;Bachelor;25/08/2001;15/11/2024;;;Operations;Operations Analyst;58072;Band 1 (Bottom 25%);Good;2.7;;No;No
00-65769166;Robert;Rodriguez;Female;New York;Buffalo;Bachelor;08/01/1997;14/07/2023;;;Sales;Sales Representative;68692;Band 1 (Bottom 25%);Good;2.9;;No;No
00-69351279;Amy;Stone;Female;Pennsylvania;Philadelphia;Bachelor;11/10/1971;12/08/2017;;;Operations;Logistics Coordinator;83277;Band 4 (Top 25%);Good;3.3;13/12/2019;No;No
00-76130666;Adam;Michael;Male;New York;Rochester;Bachelor;01/05/1992;16/09/2022;;;Finance;Financial Analyst;77425;Band 1 (Bottom 25%);Satisfactory;3.6;;Yes;No
00-99833906;Sheri;Singh;Male;New York;Buffalo;Bachelor;30/06/1985;23/09/2017;;;Operations;Inventory Specialist;98920;Band 4 (Top 25%);Good;4.4;20/04/2019;No;Yes
00-88963137;Jenna;Rogers;Female;New York;New York City;Master;05/03/1964;15/02/2019;;;Operations;Operations Analyst;76388;Band 2 (25-50%);Good;3.5;11/03/2021;No;Yes
00-52590946;Mark;Copeland;Male;Michigan;Grand Rapids;Master;30/10/1987;25/05/2023;;;Finance;Financial Analyst;84764;Band 1 (Bottom 25%);Satisfactory;3.1;;Yes;No
00-33860571;Amy;Foster;Female;New York;Buffalo;Bachelor;25/11/1987;12/09/2020;;;Sales;Sales Representative;68654;Band 1 (Bottom 25%);Satisfactory;2.8;24/05/2024;No;No
00-25925976;Lori;Robinson;Female;Pennsylvania;Allentown;Master;16/08/1971;16/05/2024;;;IT;Software Developer;117046;Band 3 (50-75%);Needs Improvement;2.2;;Yes;No
00-54599850;Kara;Watts;Female;Ohio;Cleveland;Bachelor;28/01/1964;11/02/2015;;;IT;Software Developer;131626;Band 4 (Top 25%);Excellent;4.2;10/08/2016;Yes;Yes
00-15754576;Jeremiah;Schneider;Male;New York;New York City;Bachelor;15/06/1980;02/03/2017;;;IT;IT Support Specialist;89482;Band 4 (Top 25%);Good;3.5;04/03/2019;No;No
00-95787279;Mary;Woodard;Male;New York;Buffalo;Bachelor;08/04/1985;15/03/2017;;;Marketing;Marketing Coordinator;107054;Band 4 (Top 25%);Excellent;4.3;30/03/2018;Yes;Yes
00-19764093;Jennifer;Barry;Male;New York;Rochester;Bachelor;30/12/1973;14/07/2024;;;Operations;Operations Analyst;85814;Band 2 (25-50%);Satisfactory;2.2;;No;No
00-25533493;Lauren;Simpson;Female;Pennsylvania;Allentown;Bachelor;30/09/1977;22/12/2023;;;Sales;Sales Representative;60083;Band 1 (Bottom 25%);Good;2.9;;No;No
00-37963448;Charles;Clements;Female;New York;Buffalo;High School;04/03/1981;04/04/2015;;;Operations;Inventory Specialist;85101;Band 4 (Top 25%);Good;3.0;04/10/2016;No;No
00-14535123;Katelyn;Turner;Female;New York;New York City;Master;18/08/1980;22/03/2020;;;Sales;Sales Consultant;126286;Band 4 (Top 25%);Good;3.8;25/03/2022;No;No
00-67134182;Amber;Davis;Female;New York;Rochester;High School;12/07/1966;12/11/2020;;;Customer Service;Support Specialist;71987;Band 2 (25-50%);Good;3.2;02/12/2022;No;Yes
00-23471350;James;Smith;Male;New York;New York City;Bachelor;04/02/1991;25/04/2017;;;Operations;Logistics Coordinator;78847;Band 3 (50-75%);Satisfactory;2.4;17/12/2020;No;No
00-79767584;David;Lopez;Male;New York;Rochester;High School;03/03/1996;28/10/2020;;;Customer Service;Help Desk Technician;78348;Band 2 (25-50%);Satisfactory;2.3;31/10/2023;No;Yes
00-88709772;Erin;Jones;Female;New York;New York City;Bachelor;24/10/1971;25/06/2021;;;Operations;Logistics Coordinator;67706;Band 2 (25-50%);Excellent;3.9;03/12/2022;No;No
00-29337067;Stephanie;Henderson;Male;Michigan;Warren;Master;02/12/1974;18/05/2020;;;Sales;Sales Specialist;75415;Band 1 (Bottom 25%);Satisfactory;2.6;19/08/2023;No;Yes
00-66783807;Dorothy;Smith;Male;New York;Buffalo;Bachelor;28/05/2000;21/08/2019;;;Sales;Sales Specialist;97062;Band 3 (50-75%);Good;3.4;22/12/2021;No;Yes
00-69198584;Kevin;Hughes;Female;New York;New York City;High School;03/04/1973;22/03/2022;;;Marketing;Content Creator;58704;Band 1 (Bottom 25%);Needs Improvement;2.4;;Yes;No
00-65469429;Kevin;Harvey;Female;New York;New York City;Bachelor;27/12/1985;24/12/2017;;;Marketing;Content Creator;65768;Band 2 (25-50%);Good;3.3;17/08/2019;Yes;Yes
00-59163162;Timothy;Mendez;Female;New York;New York City;Bachelor;01/09/1985;17/01/2023;;;Operations;Logistics Coordinator;66677;Band 2 (25-50%);Needs Improvement;1.6;;No;Yes
00-32509513;Erin;Rowland;Female;New York;Rochester;High School;25/04/1986;13/07/2024;;;Operations;Inventory Specialist;62162;Band 1 (Bottom 25%);Satisfactory;2.1;;No;Yes
